sku_id,machine_family,machine_type,vcpus,memory,cpu_arch,region,region_code,zone,os,network_tier,price_model,on_demand_hourly_usd,spot_hourly_usd,sustained_use_discount_eligible,cud_1yr_discount,cud_3yr_discount,preemptible_available,effective_date,currency,boot_disk_type,boot_disk_gb,local_ssd_count,local_ssd_total_gb,gpu_model,gpu_count,gpu_hourly_usd,egress_destination,egress_gb,egress_unit_price_usd,billing_frequency,usage_hours_month,monthly_cost_estimate_usd,price_source,feedback
SKU-01202D9B6FC1,n2,n2-highmem-16,16,128GB,x86_64,southamerica-east1,SOUTHAMERICA-EAST1,southamerica-east1-b,Linux,Standard,on-demand,$1.3151,$0.4558,no,0.25, 45 % ,1,2023/02/08,US$,pd_balanced, 50gb ,2,,NVIDIA_A100_40GB,2.0,6.5901 USD,same-continent,200,0.0781,per-second,720,$5712.30,Calculator,Great deal for the resources allocated
SKU-0BCAA93FEB3D,n2d,n2d-highmem-16,16,128,x86_64,US East (N. Virginia),us_east4,us-east4-d,SUSE,Premium,on_demand,1.1928 USD,,true,0.25,0.45,N,13/06/2025,USD,pd-ssd,100,0,,,0.0,0,same-continent,500,0.081,per_second,720,$916.33,Pricing API,Very satisfied with the pricing and performance
SKU-3817C0A435A2,t2d,t2d-highmem-96,96,768GB,arm64,europe-west1,europe-west1,Europe West1 E ,SUSE,Premium,on-demand,"5,7597","1,0941",,,0.45,1,21/08/2023,US$,pd-ssd,25,2,,,0.0,0,same-continent,up to 1000GB,$0.080/GB,per minute,720,4754.44,Calculator,Too expensive for what you get
SKU-4584B0701B91,t2d,t2d-highmem-4, 4vcpus ,32,arm64,US East (N. Virginia),us_east4,Us East4 F ,SUSE,Premium,on_demand,$0.2320,0.1025,no, 20 % ,,N,2023/06/23,USD,pd-standard,10,0,,,,0,same-continent,500,$0.082/GB,per_second,720,208.57,Pricing table,Pricing is acceptable
SKU-C37E87805666,a2,a2STANDARD2 ,2,24,X86-64,Tokyo ,asia-northeast1,Asia Northeast1 E  ,Windows Server 2022,premium ,on-demand,0.3111,,N,0.2,,YES,2023-11-07,usd,pd_standard,25GB,0,,,0.0,,same-region,100,0.01 USD/GB,Per_Second,720,"189,9 USD",Pricing API,"Price is reasonable, nothing exceptional"
SKU-BCF3A41EC978,n2, n2STANDARD4 , 4vcpus ,16 GiB,x86_64,southamerica-east1,SOUTHAMERICA-EAST1,southamerica-east1-a,Windows Server 2019,premium ,on-demand,0.3376,0.0514 USD,N,,50%,True,16/09/2023,USD,pd_ssd,50,1,0,,0.0,0,australia,1000,0.1822,Per_Second,varies,437.1,Pricing API,Satisfied with the cost and performance
SKU-A1995DEFA404,C2,C2 HIGHMEM 4,4, 32GB ,arm64,ASIA-EAST1,asia-east1,asia-east1-b,RHEL,STANDARD,on_demand,"0,3422",$0.0721,True,0.2,0.57,,14/09/2024,€,PD-BALANCED,10,0,0,,0.0,,same-continent,10,"0,0779 /GB",per-second,,$248.13,Pricing API,Not cost-effective for our needs
SKU-8DD5C2748EF5,t2d,T2D HIGHMEM 4,4,32,x86_64,europe-north1,europe-north1,EUROPE-NORTH1-E,Linux,STANDARD,OnDemand,0.2222,$0.0612,true, 20 % ,50%,False,2025/06/23,USD,pd-standard, 10gb ,0,,,,0,australia,200,0.1872,hourly,approx 500,,Manual,Great price point for the resources provided
SKU-0DB44F8992C2,C2,c2-highmem-4,4 vCPU,32GB,x86_64,us_east1,us-east1,US-EAST1-F,linux,Standard,OnDemand,0.2829,0.0766 USD,true,30%,0.45,1,2023/02/05,EUR,pd_ssd,10,4,,,,0,same-continent,up to 10GB,0.0783,Per_Second,730,$209.01,Pricing table,"Average pricing, acceptable for standard workloads"
SKU-13D2595B2B64,c3, c3-highcpu-16 ,16,16,arm64,asia-northeast1,ASIA-NORTHEAST1,asia-northeast1-d,RHEL,Premium,on-demand,$0.9185,0.2404,False,, 45 % ,YES,2023-08-15,USD,pd_ssd,25,2,,,0.0,0,australia,up to 1000GB,0.1972,per-second,393,,Manual,"Excellent value for money, great performance to cost ratio"
SKU-DFC35043E1EB,e2,e2highmem64,64 vCPU,512,x86_64,us-east4,US-EAST4,Us East4 B ,linux,premium ,on-demand,$3.1243,,Y,,0.45,0,07/15/2024,usd,pd-ssd,100GB,0,,,0.0,0,same-region,up to 200GB,0.0102,hourly,730,"2365,73 USD",Pricing table,Too costly relative to resources
SKU-7441073D626B,n2d,n2d-highcpu-64,64 vCPU,64GB,X86-64,Us East4,US-EAST4,US-EAST4-F,SUSE,Standard,on_demand,US$ 2.6932,0.5258 USD,no,,0.45,N,2024-12-19,usd,pd_ssd,10,4,,,0.0,0,same-continent,500,0.0819,per minute,720,"1981,72 USD",Manual,"Good value proposition, worth the investment"
SKU-BC8C85820687,T2D,t2dSTANDARD16,16, 64GIB ,x86_64,asia-east1,asia-east1,ASIA-EAST1-B,Windows Server 2022,STANDARD,on_demand,0.9876,0.4403,0, 25 % ,45%,YES,2024-06-08,EUR,pd-balanced,100GB,1,,,,0,intercontinental,1000,0.1172,per-second,730,"714,65 USD",Manual,Excellent price-performance ratio
SKU-E210D9B3EC28,e2,e2HIGHCPU4,4,4,arm64,US East (S. Carolina),US-EAST1,us-east1-a,SUSE,Premium,on_demand,US$ 0.1312,US$ 0.0477,no,25%,,,2024/02/14,usd,pd_ssd, 10gb ,0,,,0.0,0,intercontinental,up to 500GB,0.1177,per-second,730,"156,32 USD",Pricing API,Standard pricing for this configuration
SKU-5070E12BD3F0,e2,E2 HIGHMEM 4, 4vcpus ,32,x86_64,Doha,me-central1,me-central1-b,Linux,Premium,on_demand,0.205,"€0,0573",False,20%, 57 % ,no,12/15/2023,€,pd-ssd, 25gb ,0,0,NVIDIA_T4,1.0,0.3603 USD,same-continent,200,0.08 USD/GB,Per_Second,approx 500,$399.03,Pricing API,"Expensive option, not recommended"
SKU-D1755D707224,a2,a2-highmem-96 ,96,1536GiB,x86_64,southamerica-east1 ,SOUTHAMERICA-EAST1,southamericaeast1e ,SUSE,Standard,OnDemand,16.9404,$7.5561,False, 30 % ,,Y,18/08/2023,US$,PD-SSD,10GB,0,,,0.0,,same-region,up to 10GB,$0.010/GB,per-second,approx 500,"11429,68 USD",Calculator,Very satisfied with the pricing and performance
SKU-DEF936943750,n1,n1highmem8,8,52.0,arm64,Australia Southeast1,AUSTRALIA-SOUTHEAST1,australia-southeast1-e,Windows Server 2019,premium ,OnDemand,0.7317,$0.2554,true,0.25,,1,08/16/2024,US$,pd-balanced,50GB,0,0,,,0,same-continent,200,$0.080/GB,per_second,730,,Pricing API,"Affordable and reliable, highly recommended"
SKU-62B25C9104F2,a2,a2-highcpu-64,64,128,x86_64,Singapore,asia_southeast1,asia-southeast1-e,Windows Server 2019,Premium,on-demand,,"€2,3211",0,0.2, 45 % ,YES,03/20/2025,€,PD-BALANCED,25GB,0,,,0.0,,same-region,50,"0,0105 /GB",Per_Second,720,"3781,08 USD",Pricing API,Poor price-to-performance ratio
SKU-DE870FDD8610,N1,N1 HIGHCPU 64,64,57.6,x86_64,me-central1,me-central1,me-central1-a,linux,premium ,on-demand,"2,5450",0.9841 USD,,30%,57%,true,2023-05-16,usd,PD-SSD,25 GB,4,,,0.0,0,same-region,1000,0.01 USD/GB,hourly,720,"1847,16 USD",Pricing API,Not cost-effective for our needs
SKU-3FBF893352DB,a2,a2-standard-4, 4vcpus ,48,X86-64,me-central1,me_central1,ME-CENTRAL1-F,Windows Server 2019,premium ,on_demand,US$ 0.6494,0.1986,False,0.3, 57 % ,1,23-04-2023,usd,pd-ssd, 10gb ,0,2x375,,,0,same-region,10,0.01 USD/GB,per minute,720,$469.33,Pricing table,Cost-effective solution for our workload
SKU-BF8411539B2F,t2d,t2d-standard-16,16,64 GB,X86-64,northamerica-northeast1,NORTHAMERICA-NORTHEAST1,NORTHAMERICA-NORTHEAST1-A,linux,STANDARD,on_demand,0.6656 USD,0.1946,False,,0.5,no,05/10/2025,usd,pd-balanced,10,1,,,0.0,0,same-region,up to 500GB,0.01 USD/GB,Per_Second,720,$485.38,Pricing API,"Standard pricing, no complaints"
SKU-21ADE1C3D4F6,a2,a2-highmem-64, 64vcpus ,1024 GB,X86-64,asia-east1,ASIA-EAST1,asia-east1-e,Windows Server 2019,STANDARD,on-demand,$155.3596,"4,8845",Y,,0.45,,02/18/2025,€,PD-BALANCED,50,4,0,,0.0,0,australia,up to 200GB,0.1939,per-second,,$7270.87,Pricing API,Not cost-effective for our needs
SKU-795C95E69B09,n1,n1-highmem-8, 8vcpus , 52.0GB ,arm64,me-central1,me-central1,me-central1-d,SUSE,Premium,on-demand,0.5882 USD,0.2490 USD,,30%, 45 % ,Y,05-09-2024,usd,pd_standard,100 GB,0,,NVIDIA_A100_80GB,1.0,$4.3661,china,10,0.22 USD/GB,hourly,720,"3573,39 USD",Pricing API,Expensive and not justified
SKU-E8420E65DAC8,n1,n1-highmem-4,4 vCPU, 26.0GB ,X86-64,asia_east1,ASIA-EAST1,ASIA-EAST1-D,SUSE,Standard,on_demand,0.2773,$0.1060,False,, 57 % ,False,04/14/2024,US$,pd-ssd, 25gb ,2,,,,,china,200,0.23 USD/GB,per_second,720,$223.63,Calculator,Adequate pricing for the resources
SKU-745C2183FEFC,n2d,n2d-highcpu-16 ,16,16GB,X86-64,Australia Southeast1 ,australia-southeast1,australia-southeast1-e ,linux,Premium,OnDemand,0.6394,0.2835,true,25%,45%,0,08-05-2023,US$,pd-balanced, 10gb ,2,,,0.0,0,same-region,500,0.0098,per-second,663,$429.80,Pricing table,"Excellent value for money, great performance to cost ratio"
SKU-EBB4E6A37675,n2,n2standard32,32,128,X86-64,ASIA-NORTHEAST1,asia-northeast1,asia-northeast1-c,Windows Server 2019,Premium,on_demand,2.4325,US$ 0.4363,False,, 45 % ,0,2025-02-22,USD,PD-STANDARD, 50gb ,0,,,,,same-region,up to 10GB,$0.010/GB,per_second,532,$1182.42,Calculator,Excellent performance at a reasonable price
SKU-DAA0D1B99DE8,n1,n1-highmem-4,4,26GB,arm64,us_west1,us-west1,Us West1 E ,Linux,Standard,on-demand,0.2144,"0,0776",N, 20 % ,45%,YES,05/08/2024,USD,PD-BALANCED,25 GB,0,,,0.0,,australia,10,0.1897,Per_Second,approx 500,"160,91 USD",Pricing API,Cost prohibitive for small projects
SKU-BBD7D630245F,t2d,t2d STANDARD 16, 16vcpus ,64 GiB,arm64,US West (Oregon),US-WEST1,us-west1-d,Linux,premium ,on-demand,"0,6436",—,False, 25 % ,50%,1,05/08/2025,EUR,PD-SSD, 100gb ,2,2x375,,0.0,0,same-region,up to 500GB,"0,0098 /GB",hourly,720,485.3,Manual,"Good value proposition, worth the investment"
SKU-CC0D008C8C21,n2d,n2d-standard-2, 2vcpus , 8GIB ,x86_64,me-central1,ME-CENTRAL1,Me Central1 C ,Linux,premium ,on_demand,$0.1105,"0,0337",N,, 50 % ,Y,08/30/2023,usd,pd-ssd,50,1,0,,0.0,0,australia,up to 500GB,$0.189/GB,per minute,730,"183,47 USD",Calculator,"Good value proposition, worth the investment"
SKU-EF7F1A248271,e2,e2-highmem-32, 32vcpus ,256 GB,X86-64,ME-CENTRAL1,me-central1,mecentral1e,SUSE,Premium,OnDemand,,,1,,0.5,no,01/11/2023,usd,pd_balanced,10GB,2,,,0.0,0,same-continent,100,0.08 USD/GB,per_second,,$1407.71,Pricing table,"Excellent value for money, great performance to cost ratio"
SKU-4318043A1E9B,t2d, t2dhighcpu4 ,4 vCPU,4,arm64,us-east4,US-EAST4,us-east4-e,Linux,Premium,on_demand,0.1169,"€0,0245",False,0.2, 57 % ,False,2024/12/01,EUR,PD-SSD,100GB,2,750,,0.0,0,intercontinental,10,0.12 USD/GB,hourly,720,,Manual,"Average pricing, acceptable for standard workloads"
SKU-00CD3E8591C1,n1,n1-highcpu-4, 4vcpus , 3.6GB ,x86_64,asia_southeast1,asia-southeast1,asia-southeast1-a,linux,STANDARD,on_demand,0.1488,,Y, 30 % ,,no,06/25/2023,EUR,pd_ssd,100,1,0,NVIDIA_K80,1.0,0.2153,intercontinental,50,0.1226,per_second,720,262.45,Calculator,Pricing is competitive
SKU-751DF367BFC4,a2,a2-highmem-4,4 vCPU,64,arm64,EUROPE-WEST4,europe_west4,europewest4c,Windows Server 2019,STANDARD,on-demand,$0.6884,0.2196,Y,25%,,Y,02-12-2023,EUR,PD-SSD,10,1,,,,,same-continent,10,0.078,per minute,560,"356,96 USD",Manual,"Affordable and reliable, highly recommended"
SKU-88D68C24A392,t2d,T2D HIGHCPU 16,16,16,X86-64,us-west1,US-WEST1,Us West1 C ,SUSE,Standard,on-demand,0.5762,0.2260 USD,False,20%,0.57,Y,2025-09-13,EUR,PD-STANDARD,50GB,2,0,,0.0,0,same-continent,10,"0,0837 /GB",hourly,720,$427.48,Calculator,Pricing is in line with market rates
SKU-5F63E96134A3,c3,c3-standard-96,96,384,arm64,Finland,EUROPE-NORTH1,europe-north1-f,Linux,premium ,OnDemand,5.6146,2.0434 USD,N,25%,,N,25-12-2024,US$,pd-balanced,50GB,1,750,,0.0,0,same-continent,100,0.0794,hourly,683,$3847.68,Pricing table,Expensive compared to alternatives
SKU-19BAEF08F25D,a2,a2-highmem-96,96 vCPU,1536 GiB,X86-64,asia-northeast1,asia-northeast1,asia-northeast1-e,linux,Premium,on-demand,,3.1758,,20%,,True,2024-03-09,usd,PD-BALANCED,50 GB,0,,,0.0,0,australia,up to 100GB,0.1934,hourly,730,$11330.46,Calculator,Excellent price-performance ratio
SKU-8838FC089067,a2, A2 HIGHCPU 2 ,2,4,X86-64,US-WEST1,us-west1,us-west1-d,Linux,Premium,OnDemand,"€0,121",$0.0230,False,25%,50%,Y,2023-10-07,EUR,PD-STANDARD,10,0,0,NVIDIA_L4,4.0,2.2825,australia,50,0.19 USD/GB,per_second,730,,Manual,Cost is too high for the performance
SKU-638D0EAE32CA,E2,e2-highmem-2,2, 16GB ,arm64,us_central1,US-CENTRAL1,Us Central1 E ,Windows Server 2019,STANDARD,on-demand,0.1301,0.0253,False,,50%,Y,15/06/2024,€,PD-SSD,50GB,0,2x375,,0.0,0,same-region,1000,"€0,0097/GB",per minute,730,,Manual,Poor value for money
SKU-FCBE71F1C32A,e2,e2HIGHCPU32,32,32,X86-64,Europe West4,europe_west4,europe-west4-c,Windows Server 2019,Premium,on-demand,$1.4814,"€0,2706",0,0.25,0.45,true,28/02/2023,EUR,pd_ssd,100GB,0,,,,0,same-region,100,0.0104,Per_Second,720,,Pricing API,Reasonable cost for enterprise use
SKU-E341CF8C95B8,N2D,n2d-highmem-32,32,256,x86_64,Europe West (Belgium),europe-west1,EUROPE-WEST1-D,linux,premium ,on-demand,,,0,25%, 45 % ,N,01/27/2023,usd,PD-SSD,50 GB,2,,,,0,same-continent,100,0.0784,Per_Second,,1667.38,Calculator,Excellent balance of price and performance
SKU-AFA5F4A9AC1A,c3,c3-highmem-8,8 vCPU,64 GiB,arm64,US-WEST1,US-WEST1,us-west1-b,Windows Server 2022,Premium,on_demand,$0.7632,$0.3219,true,0.3, 45 % ,,2024/05/08,US$,PD-BALANCED,50,1,750,,,0,same-region,1000,0.0097,per_second,720,,Pricing API,Great deal for the resources allocated
SKU-8B7653FE14DC,a2,a2-highmem-64,64 vCPU,1024,x86_64,SOUTHAMERICA-EAST1,southamerica-east1,southamerica-east1-e,linux,Standard,on-demand,10.7614,3.0895,Y,, 45 % ,True,04/27/2024,US$,pd_balanced,10,4,,,,,same-continent,up to 200GB,0.0787,per minute,269,"2911,55 USD",Pricing table,Pricing is in line with market rates
SKU-D57235EC2578,c3,c3-highcpu-16, 16vcpus ,16GiB,X86-64,Montréal,northamerica-northeast1,northamerica-northeast1-f,RHEL,Premium,on-demand,$0.8384,0.3326,0,20%,,Y,05-05-2023,US$,pd_standard,50,0,2x375,,0.0,,china,100,0.2285,per-second,720,,Pricing API,Overpriced for the specifications
SKU-449607AF0077,c3,c3-highmem-96,96,768,arm64,ASIA-NORTHEAST1,ASIA-NORTHEAST1,asia-northeast1-c,linux,Premium,on-demand,$8.0005,2.1715,True,, 57 % ,False,2025-02-09,EUR,pd-ssd,50,2,,,0.0,0,same-region,10,"€0,01/GB",Per_Second,730,$5848.98,Pricing API,Great pricing for the compute power
SKU-9EB7BF293526,t2d,t2d STANDARD 8,8,32GB,arm64,me-central1,me-central1,mecentral1a,SUSE,premium ,OnDemand,0.4359,"0,0770",true, 30 % ,45%,Y,2023/02/07,EUR,pd_ssd,100,0,0,,0.0,,same-region,up to 1000GB,"€0,0097/GB",per-second,720,"313,33 USD",Manual,"Fair price point, meets expectations"
SKU-D05DDB633FD1,a2, a2-standard-64 , 64vcpus ,768 GB,arm64,europe-north1,europe-north1,Europe North1 E ,SUSE,STANDARD,on_demand,"€8,4393",$2.5045,0,0.2,,,08/27/2023,€,PD-BALANCED,10GB,2,,,,0,australia,10,0.1816,per minute,730,6163.54,Calculator,Reasonable pricing for enterprise workloads
SKU-F9302F6EA8C5,c3,c3-highcpu-32, 32vcpus ,32,arm64,Doha,me-central1,me-central1-f,Windows Server 2019,Standard,on_demand,"2,4251",0.6408,True,0.25,57%,Y,30/03/2023,US$,PD-BALANCED,10,2,,,0.0,0,australia,10,0.1993,per minute,730,1773.34,Manual,Excellent performance at a reasonable price
SKU-BDCDF161CB00,t2d,t2d STANDARD 4, 4vcpus ,16,X86-64,us-central1,us-central1,us-central1-d,linux,premium ,on-demand,,0.0414,True,, 57 % ,False,2023-06-15,USD,pd_balanced,50GB,1,375,,,,same-continent,1000,$0.081/GB,per_second,720,$198.46,Calculator,"Fair price point, meets expectations"
SKU-913227706419,C3,c3-standard-2,2 vCPU, 8GIB ,x86_64,Southamerica East1,SOUTHAMERICA-EAST1,southamericaeast1e,Windows Server 2019,premium ,OnDemand,US$ 0.1781,0.0519,true,20%, 57 % ,Y,30-10-2023,usd,PD-STANDARD,25GB,0,,,0.0,0,intercontinental,up to 200GB,$0.121/GB,per minute,730,$148.43,Pricing API,Pricing is in line with market rates
SKU-D85899B30625,n1,N1 HIGHCPU 64,64,57.6,X86-64,ASIA-EAST1,asia-east1,asia-east1-c,Linux,STANDARD,OnDemand,"2,4126",$0.5252,N,25%,0.45,,16-09-2023,US$,PD-SSD, 100gb ,2,,,,0,china,up to 100GB,0.2374,per minute,630,$1560.69,Manual,Overpriced for the specifications
SKU-42D0F1F3D6E3,n2, n2-highmem-8 ,8 vCPU,64,arm64,asia-southeast1,asia_southeast1,asia-southeast1-b,Windows Server 2019,Premium,on_demand,0.8055 USD,0.1777,Y,,57%,N,02/23/2024,USD,PD-SSD, 10gb ,1,,,0.0,0,china,500,$0.237/GB,Per_Second,730,$708.10,Calculator,Pricing is unreasonable
SKU-12E2C8EF79A2,n1,n1-standard-2,2,7.5,x86_64,europe_west1,EUROPE-WEST1,europe-west1-a,linux,Standard,on-demand,$0.1012,0.0218,no,30%,,False,2024-04-13,US$,PD-BALANCED, 100gb ,0,750,,,,same-continent,200,0.0775,per_second,,98.4,Manual,Standard pricing for this configuration
SKU-6616FCEAAB15,C3,c3-highcpu-16 ,16 vCPU,16,x86_64,EUROPE-WEST4 ,EUROPE-WEST4,europe-west4-e ,Windows Server 2022,STANDARD,on-demand,1.0682,$0.4658,1,,50%,0,2023-12-08,usd,pd_ssd,10,4,,,,0,australia,50,0.1939,per_second,262,291.26,Manual,Very satisfied with the pricing and performance
SKU-CFC68844661E,c3,c3 STANDARD 8 ,8,32,X86-64,US-CENTRAL1 ,us-central1,us-central1-a ,Windows Server 2019,Standard,on_demand,0.6145,0.1811 USD,True, 25 % , 50 % ,0,01/10/2023,USD,pd_standard,25 GB,0,2x375,,0.0,0,same-continent,50,"0,079 /GB",per minute,720,,Pricing table,Not affordable for our budget
SKU-D0D981378055,t2d,t2d-standard-16,16,64,arm64,southamerica-east1,southamerica-east1,SOUTHAMERICA-EAST1-C,linux,premium ,OnDemand,0.7379,"0,1189",YES,0.2,0.45,True,2025/03/30,€,pd-ssd,50,0,,NVIDIA_H100_80GB,2.0,10.5994,australia,10,"0,1813 /GB",per-second,720,"7519,31 USD",Pricing API,"Not worth the price, overpriced"
SKU-6736C2FB75A1,c2,c2-highmem-16,16,128,arm64,Asia Northeast1,asia-northeast1,asia-northeast1-a,linux,Premium,on_demand,$1.3247,0.2554 USD,True,0.25,0.45,True,2025-07-09,€,PD-SSD, 100gb ,0,0,,0.0,0,intercontinental,10,0.12 USD/GB,hourly,720,972.0,Pricing table,"Expensive option, not recommended"
SKU-30564B3BA407,c2,c2-standard-2, 2vcpus ,8GiB,x86_64,us-east4,US-EAST4,US-EAST4-A,Linux,premium ,on_demand,0.1126,0.0303 USD,true,0.2,0.45,N,01/18/2024,USD,pd_ssd, 100gb ,0,,nvidia_h100_80gb,1.0,5.6742 USD,same-region,up to 500GB,0.0099,per_second,516,"2679,89 USD",Manual,"Good value proposition, worth the investment"
SKU-6CFC6CDA89F1,n1,n1-highcpu-4,4,3.6,x86_64,Us East4,us_east4,useast4b,SUSE,Premium,OnDemand,$0.1571,0.0494,False,25%,,true,04/28/2025,EUR,pd_balanced, 100gb ,0,750,,,0,australia,1000,0.1848,per_second,730,,Pricing API,Great deal for the resources allocated
SKU-728CF7247D24,c3,c3-highmem-64,64,512,X86-64,us_east1,us_east1,useast1d,RHEL,Premium,on-demand,5.433,1.1618 USD,YES,25%, 45 % ,,2023-07-23,EUR,pd_standard,25 GB,0,,,0.0,,same-region,10,0.0102,Per_Second,526,3361.21,Manual,"Expensive option, not recommended"
SKU-F2BB514CF116,n1,N1 HIGHMEM 8, 8vcpus ,52.0,x86_64,São Paulo,southamerica-east1,southamerica-east1-f,linux,premium ,OnDemand,"0,5295",,true,30%,,False,2024-04-15,usd,pd-standard, 25gb ,2,,,,0,same-region,500,0.0105,hourly,730,"392,74 USD",Pricing API,Cost is too high for the performance
SKU-75DA1E5C8B32,n2d,n2d-highcpu-4, 4vcpus ,4,x86_64,US Central (Iowa),us-central1,us-central1-a,Windows Server 2019,premium ,on_demand,$0.2124,0.0734,no,25%, 57 % ,1,2025/04/09,€,PD-STANDARD, 25gb ,0,,NVIDIA_L4,2.0,1.2150 USD,intercontinental,50,0.1197,per-second,730,$965.12,Pricing API,"Poor value, consider alternatives"
SKU-1B88E7B176E9,t2d, t2dhighcpu32 ,32,32,X86-64,Asia Northeast1,asia_northeast1,asia-northeast1-e,SUSE,STANDARD,OnDemand,"1,3081",$0.2811,YES, 30 % ,57%,Y,01/17/2025,USD,PD-STANDARD,25GB,2,0,,0.0,,china,50,0.2193,per-second,730,976.09,Calculator,Cost-effective solution for our workload
SKU-44CE53D116C6,t2d,T2D HIGHCPU 64,64 vCPU,64,arm64,northamerica-northeast1,northamerica-northeast1,northamerica-northeast1-d,Windows Server 2022,Standard,OnDemand,$3.2909,1.2417,no,20%,0.5,1,2024/07/11,usd,PD-SSD,100,4,,NVIDIA_A100_40GB,1.0,3.3882,australia,1000,0.1959,per minute,730,,Pricing API,Excellent performance at a reasonable price
SKU-722D51CD77DA,t2d,t2d-highmem-2,2 vCPU,16,x86_64,asia-east1,ASIA-EAST1,Asia East1 F ,Windows Server 2022,STANDARD,OnDemand,"€0,1572",0.0394,true,0.3,45%,False,10/05/2024,€,pd_standard,50,0,,nvidia_l4,1.0,"€0,6074",same-region,100,0.0096,hourly,,$551.43,Pricing table,Reasonable pricing for enterprise workloads
SKU-F751FB179041,N2D,n2d-highcpu-32,32,32,arm64,australia-southeast1,australia_southeast1,australia-southeast1-e,RHEL,premium ,OnDemand,1.5643,US$ 0.3169,False,30%,,no,10/02/2024,USD,pd-standard,10,2,,,,,same-region,up to 200GB,0.0097,per minute,720,,Manual,Adequate pricing for the resources
SKU-E1F9B51F73EA,n2d,n2d-standard-2, 2vcpus ,8,X86-64,us-central1,us-central1,US-CENTRAL1-A,Windows Server 2022,premium ,on-demand,"0,1358",0.0407 USD,False,,50%,true,18-07-2024,usd,pd-ssd,10,2,,,0.0,0,intercontinental,up to 10GB,0.1258,per_second,730,,Pricing API,Cost is too high for the performance
SKU-0FBC97CD1F1D,n2,n2-highcpu-8,8,8 GiB,x86_64,europe-west4,europe-west4,europewest4e,Windows Server 2019,STANDARD,OnDemand,0.4998,"0,1079",Y,0.3,,true,20-12-2024,€,PD-SSD, 10gb ,4,,,,0,intercontinental,200,0.12 USD/GB,per_second,varies,"386,44 USD",Manual,"Standard pricing, no complaints"
SKU-E54FBB0C11CB,c2,C2 HIGHCPU 64,64,64,X86-64,us-east1,us_east1,us-east1-f,RHEL,premium ,on_demand,"3,1062",1.0068,1,, 50 % ,0,2023/02/01,USD,PD-STANDARD,25,0,750,NVIDIA_A100_40GB,4.0,14.0725,intercontinental,up to 200GB,0.1203,per minute,730,12565.52,Pricing table,Poor price-to-performance ratio
SKU-437CB635CF57,c2, c2-highcpu-96 , 96vcpus ,96,x86_64,asia-northeast1,asia_northeast1,Asia Northeast1 F ,Linux,STANDARD,on-demand,$4.7106,"2,0507",YES,,0.5,no,04/04/2023,USD,pd-ssd, 10gb ,1,,,0.0,,australia,up to 500GB,0.188,Per_Second,730,$3534.43,Manual,Satisfied with the cost and performance
SKU-22D3FF1DA563,n2d,n2d-highcpu-16,16,16 GB,X86-64,Asia Southeast1,asia-southeast1,ASIA-SOUTHEAST1-B,Windows Server 2019,premium ,on-demand,$1.0200,0.2419,YES,20%, 50 % ,1,2023-08-24,€,pd-balanced,25,4,,,,,australia,up to 50GB,"€0,1844/GB",per minute,varies,$686.42,Manual,"Standard pricing, no complaints"
SKU-0F4BCE1DE378,c2,c2-highmem-96,96 vCPU,768,X86-64,asia-east1,asia-east1,Asia East1 A ,Windows Server 2019,Standard,on_demand,9.5867 USD,2.0831 USD,False,0.3, 45 % ,YES,2024-12-24,EUR,PD-STANDARD,10,1,750,,,0,intercontinental,up to 1000GB,0.12 USD/GB,per_second,452,,Pricing table,"Fair price point, meets expectations"
SKU-B784A3EB78FD,c2,c2-highmem-32,32,256,X86-64,europe-west4,europe-west4,europewest4d,linux,STANDARD,on-demand,"€2,4667",0.9409,0,,0.5,0,24-12-2024,€,pd_standard, 100gb ,0,375,,0.0,0,same-region,up to 1000GB,0.0095,hourly,730,"1669,1 USD",Manual,Very satisfied with the pricing and performance
SKU-6EB0DC12CBF7,n1, n1-highmem-8 ,8 vCPU,52.0,arm64,Doha,ME-CENTRAL1,ME-CENTRAL1-C,Linux,premium ,on-demand,0.5304,0.1100 USD,,20%,45%,0,22-07-2024,EUR,pd-ssd,10 GB,2,,,0.0,,intercontinental,up to 200GB,0.1185,per minute,459,$247.36,Pricing API,Reasonable cost for enterprise use
SKU-CC6CC343649D,n2,n2-highmem-96,96,768,X86-64,US East (S. Carolina),us-east1,us-east1-e,SUSE,premium ,on_demand,7.4126 USD,2.9964 USD,N,25%, 50 % ,1,01/07/2024,usd,PD-STANDARD,10 GB,0,,NVIDIA_L4,4.0,2.3313,intercontinental,1000,0.122,per-second,approx 500,"6614,41 USD",Manual,Great price point for the resources provided
SKU-B0BD4541F103,c2,c2HIGHMEM64,64, 512GB ,x86_64,Asia Northeast1,ASIA-NORTHEAST1,ASIA-NORTHEAST1-F,RHEL,STANDARD,on-demand,5.6296,"0,9630",1, 25 % ,45%,no,2024/11/01,€,PD-BALANCED, 25gb ,1,,,0.0,0,china,100,0.2346,per_second,730,$4135.55,Pricing table,Pricing is unreasonable
SKU-C39E4E8822E3,c2,c2-standard-16,16 vCPU,64 GiB,arm64,Southamerica East1,southamerica_east1,southamerica-east1-f,Windows Server 2019,Standard,on_demand,1.4166,0.2234,True,,50%,N,03/08/2025,€,pd_balanced,50GB,0,,,,0,same-region,10,"0,0097 /GB",per_second,varies,,Pricing table,Expensive and not justified
